Dataset,Region,Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
219,City of Johannesburg,City,,,,,,,,,,238.0818342,225.3548665,266.256985,297.6644884,385.2623835,525.253682,512.6964464,540.5770195,918.8855327,869.3484815,811.1147194,774.2265562,829.0347251,620.1836326,
219,City of Tshwane,City,,,,,,,,,,242.9727376,230.1501351,247.7960826,267.6921259,244.6067574,253.1648833,397.5971887,547.9402807,671.7427928,582.0144971,519.3216334,554.2618044,572.7603464,474.8157885,
219,Ekurhuleni,City,,,,,,,,,,234.2609595,198.7473386,176.2934405,213.8883569,184.555925,183.8736671,272.1089434,354.2273127,678.3533146,611.8897344,507.5028201,544.4975097,598.8742841,528.6834813,
219,eThekwini,City,,,,,,,,,,524.4385993,584.6658104,544.5799261,547.0764751,609.4691752,684.8994634,842.4594203,950.0951945,968.4080192,989.6454293,898.0171631,993.0164442,1093.74357,821.7941603,
219,Mangaung,City,,,,,,,,,,229.6931702,260.3812037,254.2674295,248.3992444,283.0037179,256.440261,247.8896296,341.5772675,461.760618,467.259265,506.3602108,537.493155,529.382805,406.6557995,
219,Metro average,City,,,,,,,,,,392.8141178,428.7848973,472.8917368,522.6263144,567.7975727,579.8008704,649.06471,715.088612,825.2915702,798.999046,772.1540259,825.7503904,862.8093874,676.3784965,
219,Nelson Mandela Bay,City,,,,,,,,,,316.4215282,298.8214182,454.0872323,601.8563578,582.1186189,530.8325186,582.5660916,605.7345838,697.3360516,741.5536067,696.6191137,725.9348283,733.911855,672.5401931,
219,The Msunduzi,City,,,,,,,,,,608.3506955,752.86681,905.9201391,860.6747237,862.104808,662.6865452,681.6094779,728.7188344,740.8773814,704.6969858,797.2891735,936.740291,968.7153799,687.1976193,
220,Buffalo City,City,,,,,,,,,,1711,1616,1632,2408,3064,2425,2345,2521,2340,2223,1911,1632,1472,1395,
220,City of Cape Town,City,,,,,,,,,,4457,5162,6399,7486,9885,11530,12558,11000,9814,9536,8210,9392,8674,8427,
220,City of Johannesburg,City,,,,,,,,,,2571,2909,4424,5214,8264,14055,12340,11357,14820,13132,18441,15332,17292,13253,
220,City of Tshwane,City,,,,,,,,,,1038,1057,1664,2185,1564,1998,2715,3384,3286,3308,2828,2988,3870,3665,
220,Ekurhuleni,City,,,,,,,,,,2656,2264,2291,3236,2584,2309,3098,3687,4621,5222,6437,6165,7539,8190,
220,eThekwini,City,,,,,,,,,,3234,3469,4598,5078,4550,4716,7412,9377,7393,6951,6050,7571,11210,10269,
220,Mangaung,City,,,,,,,,,,243,226,315,320,359,395,344,413,490,520,649,729,705,738,
220,Nelson Mandela Bay,City,,,,,,,,,,697,961,1851,3263,3061,2737,2932,2463,2478,2519,2286,2087,2092,2157,
220,The Msunduzi,City,,,,,,,,,,758,1284,1832,1690,1496,370,379,386,430,439,510,505,536,497,
221,Buffalo City,City,,,,,,,,,,225.590018,211.3773134,212.3021893,311.20904,393.1161754,308.7005009,296.0842682,317.5623557,294.0879505,278.8577129,239.3360806,204.1114045,183.9128033,174.2802687,
221,City of Cape Town,City,,,,,,,,,,136.80115,154.84192,187.6203046,214.2695355,275.9677209,313.8230357,333.1751878,285.0557854,248.5000046,236.0754729,198.7930423,222.4844084,201.188201,191.5122673,
221,City of Johannesburg,City,,,,,,,,,,70.5763168,77.51653147,114.1396223,130.0504979,199.0626696,326.8301974,276.9391179,246.4803762,311.1876693,266.9601595,363.1054654,292.4906751,319.9211887,237.888735,
221,City of Tshwane,City,,,,,,,,,,42.32349416,41.89231838,63.98707036,81.48610965,56.55898411,70.07805995,92.38137505,111.9501244,105.7158437,103.5387984,86.13228428,88.55859427,111.7172794,103.0618812,
221,Ekurhuleni,City,,,,,,,,,,97.63017548,81.32368959,80.26396507,110.3543882,85.64879852,74.32848343,96.80678764,112.16387,136.9808891,150.9846521,181.6501142,169.8713196,202.8900925,215.3759308,
221,eThekwini,City,,,,,,,,,,101.4132044,107.063223,140.0983886,152.5397727,134.6157644,137.3410098,212.4059196,265.2053297,206.3596151,191.5362767,164.5915913,203.3575196,296.8445046,267.9474276,
221,Mangaung,City,,,,,,,,,,32.85193664,30.22401235,41.73748842,41.99036355,46.64753661,50.82483849,43.84269028,52.0750873,61.08604287,64.0756376,79.01605598,87.65827964,83.79319209,86.7877328,
221,Metro average,City,,,,,,,,,,99.96483992,112.0800927,146.0728676,179.4057354,189.9059293,175.7761841,185.2362253,184.9359881,182.6618266,174.9742842,176.0347265,168.9400074,183.9134829,169.9556291,
221,Nelson Mandela Bay,City,,,,,,,,,,63.83380757,87.15246826,166.5376396,291.0280521,270.5123869,239.5924478,254.2169639,212.313118,212.284857,214.4630924,193.401906,175.4314482,174.7886613,179.3606821,
221,The Msunduzi,City,,,,,,,,,,128.6634562,217.3293579,307.9691399,281.7238588,247.0233275,60.46708304,61.27371729,61.61784668,67.75356742,68.27675496,78.28599894,76.49641768,80.16542282,73.38573631,
222,Buffalo City,City,,,,,,,,,,741,967,870,861,998,1046,1456,1585,1642,1527,1613,1682,1776,1711,
222,City of Cape Town,City,,,,,,,,,,19858,24470,27979,33343,39140,47245,53015,56662,57481,57889,61270,68930,74762,52989,
222,City of Johannesburg,City,,,,,,,,,,4980,4176,4541,5096,6004,6966,8673,11792,27302,27838,21097,23149,25281,19362,
222,City of Tshwane,City,,,,,,,,,,4350,4119,4193,4296,4558,4631,8249,12432,16892,14563,13429,14909,15184,12513,
222,Ekurhuleni,City,,,,,,,,,,2573,1976,1758,1985,1929,2458,4356,6804,17173,14824,10532,12517,13468,10723,
222,eThekwini,City,,,,,,,,,,12050,13708,11895,11528,14358,17183,19647,21832,24554,26082,24306,26648,27344,18865,
222,Mangaung,City,,,,,,,,,,1352,1609,1492,1458,1703,1494,1471,2068,2936,2949,3138,3358,3399,2382,
222,Nelson Mandela Bay,City,,,,,,,,,,2401,2012,2857,3128,3143,3023,3424,4176,5111,5681,5383,5895,5998,5257,
222,The Msunduzi,City,,,,,,,,,,2619,2983,3361,3294,3558,3490,3657,3835,4010,3724,4077,4612,5208,3622,
223,Buffalo City,City,,,,,,,,,,97.69854081,126.4863008,113.1757995,111.2753253,128.0450206,133.1549377,183.8373964,199.6574113,206.3642798,191.5500349,202.01418,210.3648177,221.8947953,213.7588098,
223,City of Cape Town,City,,,,,,,,,,609.5125054,734.0142934,820.3513832,954.3667006,1092.703753,1285.912343,1406.536278,1468.348265,1455.474706,1433.113785,1483.562692,1632.863104,1734.059521,1204.229682,
223,City of Johannesburg,City,,,,,,,,,,136.7055845,111.2784584,117.1582334,127.1072761,144.6239434,161.9849986,194.6428663,255.9211584,573.282439,565.9181327,415.4024187,441.6166605,467.726554,347.5440796,
223,City of Tshwane,City,,,,,,,,,,177.3672443,163.249252,161.2366503,160.2125067,164.8311059,162.428176,280.6828592,411.2777618,543.4424931,455.8148492,409.0065225,441.8741908,438.3243335,351.8726657,
223,Ekurhuleni,City,,,,,,,,,,94.5792325,70.9786266,61.59059389,67.69266399,63.93828651,79.12490787,136.116968,206.987516,509.0614172,428.6090546,297.2097254,344.8952649,362.4517529,281.9873145,
223,eThekwini,City,,,,,,,,,,377.8692371,423.0679333,362.4337392,346.2935211,424.794098,500.4093664,563.0247034,617.4643017,685.3718367,718.6950324,661.2501186,715.7668976,724.0781564,492.2415252,
223,Mangaung,City,,,,,,,,,,182.7811454,215.1789198,197.6899452,191.3185939,221.2834397,192.2336929,187.4784808,260.7537059,366.0175957,363.3827986,382.0529795,403.7812113,403.9901559,280.1197555,
223,Metro average,City,,,,,,,,,,260.1063065,281.2913581,295.0764292,309.5961577,345.0538562,372.2476125,426.7144235,488.0636958,600.9671557,579.9932982,547.9714191,598.3675145,625.8427588,460.4114992,
223,Nelson Mandela Bay,City,,,,,,,,,,219.8923558,182.4669783,257.0491822,278.9873573,277.7590434,264.6284142,296.8754722,359.9754692,437.848226,483.670039,455.4166491,495.5286953,501.1388099,437.1344949,
223,The Msunduzi,City,,,,,,,,,,444.5509128,504.90146,565.0023358,549.1114739,587.5060155,570.3516751,591.2347867,612.1876736,631.8414078,579.1859578,625.8274857,698.6167888,778.9207501,534.8151648,
224,Buffalo City,City,,,,,,,,,,124,142,134,166,147,156,194,210,166,145,190,238,237,208,
224,City of Cape Town,City,,,,,,,,,,1797,2093,1908,1880,1804,2190,1999,2489,2410,2581,2477,2534,2787,2728,
224,City of Johannesburg,City,,,,,,,,,,1122,1372,1355,1624,1726,1567,1651,1401,1452,1573,1421,1705,1848,1632,
224,City of Tshwane,City,,,,,,,,,,571,631,587,697,642,589,597,623,609,643,687,721,694,573,
224,Ekurhuleni,City,,,,,,,,,,1144,1293,983,1051,1055,945,1077,1021,963,985,945,990,1194,1107,
224,eThekwini,City,,,,,,,,,,1440,1767,1380,1606,1692,1619,1514,1462,1474,1311,1159,1355,1431,1113,
224,Mangaung,City,,,,,,,,,,104,112,112,115,116,104,108,169,170,161,148,138,150,130,
224,Nelson Mandela Bay,City,,,,,,,,,,357,322,339,357,383,304,335,330,476,429,510,587,622,613,
224,The Msunduzi,City,,,,,,,,,,207,181,196,179,167,195,176,206,163,170,140,188,208,231,
225,Buffalo City,City,,,,,,,,,,16.34901358,18.5739966,17.43167486,21.45377933,18.8603387,19.8586714,24.49481792,26.45303241,20.86264948,18.18909958,23.79584266,29.7662465,29.61096086,25.98587519,
225,City of Cape Town,City,,,,,,,,,,55.1563084,62.78266923,55.9430444,53.81067682,50.36376009,59.60732421,53.03529228,64.50034998,61.02353892,63.89584685,59.97690205,60.02720302,64.6427849,61.99661389,
225,City of Johannesburg,City,,,,,,,,,,30.79993289,36.55987665,34.95912933,40.50671435,41.57577053,36.43848591,37.05238928,30.40582963,30.48883237,31.97748483,27.97965763,32.52651977,34.1900507,29.29407798,
225,City of Tshwane,City,,,,,,,,,,23.28199919,25.00856471,22.57236196,25.99350958,23.21666739,20.6586473,20.31369462,20.61020316,19.59249812,20.12558869,20.92393186,21.36905839,20.03405476,16.11308539,
225,Ekurhuleni,City,,,,,,,,,,42.05155149,46.44502237,34.43888156,35.84130471,34.96883995,30.42027581,33.65426413,31.06029597,28.54633115,28.47948724,26.66760259,27.27860607,32.13301106,29.11125218,
225,eThekwini,City,,,,,,,,,,45.1561578,54.53465409,42.04779824,48.24318137,50.05931284,47.14908714,43.38674612,41.34906601,41.14352396,36.12488258,31.53085195,36.39538225,37.8933529,29.04133673,
225,Mangaung,City,,,,,,,,,,14.06008811,14.97827161,14.83999588,15.0902869,15.07274163,13.38172963,13.76456555,21.30917616,21.19311691,19.83880318,18.01906978,16.59374841,17.82833874,15.28781201,
225,Metro average,City,,,,,,,,,,32.74297142,35.41344655,31.74244002,33.62442138,32.83778719,31.77707389,31.46688789,33.00204738,32.14574468,31.28835786,30.39239329,33.53081782,35.49002632,32.43462327,
225,Nelson Mandela Bay,City,,,,,,,,,,32.69536485,29.20197168,30.50041049,31.84094839,33.84718856,26.61165661,29.04593551,28.44633736,40.77788213,36.52428212,43.14740685,49.34272165,51.96871287,50.97269268,
225,The Msunduzi,City,,,,,,,,,,35.13632644,30.63599204,32.94866344,29.83939096,27.57546503,31.86778701,28.4542856,32.88413579,25.68332904,26.43974566,21.49027422,28.4778743,31.10897005,34.10886335,
226,Buffalo City,City,,,,,,,,,,2588,2627,2599,2546,2510,2658,2731,2408,2585,2479,2227,2360,2221,2341,
226,City of Cape Town,City,,,,,,,,,,18946,20699,19132,17479,16751,15780,16167,16528,17339,19424,19199,18878,18465,18453,
226,City of Johannesburg,City,,,,,,,,,,17374,17186,16716,16428,16848,15464,13727,13131,13341,13846,13862,13427,12561,11709,
226,City of Tshwane,City,,,,,,,,,,10387,10478,9928,10267,10025,9320,8910,8689,8392,8311,7818,7839,7502,7270,
226,Ekurhuleni,City,,,,,,,,,,8931,8711,8335,9208,9328,9057,8119,7825,7359,7305,7108,6795,6640,6851,
226,eThekwini,City,,,,,,,,,,9338,9009,8510,8009,8207,8018,7668,7655,7237,6848,6957,6579,5921,6106,
226,Mangaung,City,,,,,,,,,,3418,3280,3340,3386,3062,2929,3013,3033,2729,2503,2398,2209,2069,2015,
226,Nelson Mandela Bay,City,,,,,,,,,,5449,6134,5598,4947,4350,4597,4276,4290,4166,4047,3718,3644,3449,3479,
226,The Msunduzi,City,,,,,,,,,,1650,1714,1245,1111,1183,1412,1305,1361,1200,1109,1158,1243,1213,1194,
227,Buffalo City,City,,,,,,,,,,341.219735,343.6189371,338.09644,329.0441095,322.0370758,338.3612088,344.8213801,303.3281049,324.8792103,310.9708818,278.9123242,295.1610997,277.4934349,292.4660279,
227,City of Cape Town,City,,,,,,,,,,581.5199883,620.8975014,560.9550972,500.2961809,467.6515217,429.4993498,428.9252478,428.3092746,439.0403076,480.8651411,464.8754713,447.1955559,428.2845437,419.363459,
227,City of Johannesburg,City,,,,,,,,,,476.9322941,457.9577552,431.2743955,409.7563444,405.8334774,359.594605,308.0667157,284.9814053,280.1318958,281.4750509,272.9444152,256.1487278,232.3924388,210.1742397,
227,City of Tshwane,City,,,,,,,,,,423.5203601,415.2769271,381.7690111,382.8914818,362.534409,326.89065,303.1742363,287.451132,269.9839807,260.1302762,238.1125172,232.3329386,216.5640905,204.4365284,
227,Ekurhuleni,City,,,,,,,,,,328.2888167,312.902235,292.0122867,314.0121159,309.1842077,291.5517862,253.7037795,238.0478119,218.1437704,211.2108165,200.585523,187.2304326,178.6961419,180.1636754,
227,eThekwini,City,,,,,,,,,,292.82514,278.0434061,259.2947558,240.5850807,242.811336,233.5030146,219.7421197,216.5028046,202.0052123,188.6980899,189.2667274,176.7123394,156.7900367,159.3229129,
227,Mangaung,City,,,,,,,,,,462.0902034,438.6493827,442.5498773,444.3105343,397.8684042,376.8758277,384.005889,382.4303627,340.2118592,308.4256171,291.9576306,265.6202191,245.912219,236.9610862,
227,Metro average,City,,,,,,,,,,409.5008935,412.6384036,379.8783072,360.8138536,343.0762995,332.1606303,313.7965502,303.1235625,291.1520107,284.312286,269.8847704,261.6666757,245.0799324,240.9421807,
227,Nelson Mandela Bay,City,,,,,,,,,,499.0393364,556.2884915,503.6616458,441.2245705,384.426293,402.4137678,370.7475231,369.8023857,356.8921365,344.5542418,314.5530562,306.3115464,288.1673484,289.2887403,
227,The Msunduzi,City,,,,,,,,,,280.0721673,290.1109965,209.291255,185.2042646,195.3399709,230.7554628,210.9820609,217.2587806,189.079723,172.4804584,177.7552682,188.2872221,181.4191378,176.302956,
228,Buffalo City,City,,,,,,,,,,450,462,543,515,455,422,406,370,413,355,388,372,339,371,
228,City of Cape Town,City,,,,,,,,,,1852,2014,2023,1608,1519,1604,1650,1931,2248,2474,2469,2515,2892,3157,
228,City of Johannesburg,City,,,,,,,,,,1307,1388,1395,1407,1154,1098,1096,1157,1248,1372,1467,1568,1694,1797,
228,City of Tshwane,City,,,,,,,,,,642,683,645,724,640,566,481,468,471,525,535,624,568,609,
228,Ekurhuleni,City,,,,,,,,,,973,1028,979,1107,996,899,768,759,866,1032,1046,1096,1143,1229,
228,eThekwini,City,,,,,,,,,,1995,2010,1934,2023,1710,1372,1334,1391,1449,1558,1537,1682,1783,1842,
228,Mangaung,City,,,,,,,,,,284,331,296,297,301,319,301,336,287,309,326,305,316,309,
228,Nelson Mandela Bay,City,,,,,,,,,,672,773,654,604,532,512,559,503,536,532,668,654,651,748,
228,The Msunduzi,City,,,,,,,,,,295,277,295,278,264,284,210,246,208,228,252,283,272,346,
229,Buffalo City,City,,,,,,,,,,59.33109766,60.43089035,70.63730932,66.55841178,58.37723884,53.72025211,51.26235091,46.60772376,51.90526648,44.53193346,48.59361553,46.52539368,42.35491869,46.34980622,
229,City of Cape Town,City,,,,,,,,,,56.84445362,60.41294593,59.31487359,46.0253023,42.40717936,43.65760184,43.77600413,50.04024742,56.9215417,61.24692953,59.78319385,59.57711745,67.0781966,71.7460814,
229,City of Johannesburg,City,,,,,,,,,,35.87835319,36.9862309,35.99113315,35.09417924,27.79747346,25.53251916,24.59686169,25.1103104,26.20527741,27.89135994,28.88540305,29.9129519,31.34087981,32.25579543,
229,City of Tshwane,City,,,,,,,,,,26.17695881,27.06949239,24.80268052,27.00043175,23.14434132,19.85194291,16.36664508,15.48246401,15.15281875,16.43224582,16.29447387,18.49416427,16.39674799,17.12542583,
229,Ekurhuleni,City,,,,,,,,,,35.76587377,36.9261276,34.29874369,37.75102218,33.01323658,28.93950048,23.99858389,23.08987722,25.67094784,29.83840693,29.5177908,30.19934571,30.76049551,32.31953833,
229,eThekwini,City,,,,,,,,,,62.56009362,62.03432638,58.92785638,60.76958649,50.59185872,39.95586631,38.2284804,39.34100603,40.445703,42.93101988,41.81442575,45.1786221,47.21442923,48.0630209,
229,Mangaung,City,,,,,,,,,,38.39485599,44.26614198,39.21998912,38.97230617,39.11116579,41.04588222,38.362354,42.36617272,35.77896797,38.07571542,39.6906537,36.67458888,37.55836695,36.33795316,
229,Metro average,City,,,,,,,,,,47.39660128,49.4571046,47.95835403,45.82054906,40.56108219,38.21508545,35.44556797,36.07403563,36.75247701,37.96683234,39.97518809,40.48946203,40.86407634,44.16504601,
229,Nelson Mandela Bay,City,,,,,,,,,,61.54421619,70.10286989,58.84149988,53.8709603,47.01489377,44.81963218,48.46769537,43.35911422,45.91795131,45.29351536,56.51464269,54.97468477,54.39169144,62.19832646,
229,The Msunduzi,City,,,,,,,,,,50.0735087,46.884916,49.59110058,46.34274127,43.59235191,46.41257185,33.95113623,39.26940488,32.77381866,35.46036477,38.6824936,42.86828951,40.68096083,51.08946632,
230,Buffalo City,City,,,,,,,,,,11149,11578,10343,11024,10349,10518,10196,9188,9550,8242,7719,7820,7502,8056,
230,City of Cape Town,City,,,,,,,,,,81493,86603,88200,90766,88335,85095,88238,85995,86536,87473,82185,78439,73994,70961,
230,City of Johannesburg,City,,,,,,,,,,72659,69002,67922,70067,70081,70758,66904,63727,61959,62308,59317,57713,53344,51897,
230,City of Tshwane,City,,,,,,,,,,48874,49386,45675,47303,46804,44481,42302,41563,43441,41680,39335,36793,35836,37261,
230,Ekurhuleni,City,,,,,,,,,,33351,33951,33546,35410,36472,35530,33770,33703,33172,31669,31004,30684,28756,28849,
230,eThekwini,City,,,,,,,,,,36627,35507,33826,36481,38462,40474,41393,40299,38662,37283,34754,33582,31373,31873,
230,Mangaung,City,,,,,,,,,,11630,10626,10670,11432,10930,10560,10501,10826,9978,9163,8784,9141,7721,8620,
230,Nelson Mandela Bay,City,,,,,,,,,,17393,17622,16936,15780,13453,13783,12740,12100,12274,11152,10812,10668,9612,9853,
230,The Msunduzi,City,,,,,,,,,,5797,6350,5136,5477,5602,6079,5732,5694,5806,5538,5560,5401,5142,5774,
231,Buffalo City,City,,,,,,,,,,1469.960906,1514.434737,1345.491142,1424.737731,1327.793505,1338.932729,1287.366822,1157.383151,1200.230738,1033.893509,966.7374183,978.0338135,937.3056049,1006.452935,
231,City of Cape Town,City,,,,,,,,,,2501.309427,2597.786672,2586.046392,2597.968028,2466.121257,2316.111988,2341.034577,2228.488388,2191.175504,2165.502291,1989.988573,1858.119092,1716.246224,1612.66192,
231,City of Johannesburg,City,,,,,,,,,,1994.556438,1838.705983,1752.394083,1747.650218,1688.106359,1645.382505,1501.485798,1383.063743,1301.003833,1266.658058,1167.958727,1100.998848,986.9231952,931.54091,
231,City of Tshwane,City,,,,,,,,,,1992.792344,1957.326429,1756.375865,1764.090364,1692.574611,1560.131224,1439.380084,1374.994982,1397.566028,1304.56382,1198.024541,1090.474016,1034.496234,1047.800479,
231,Ekurhuleni,City,,,,,,,,,,1225.927704,1219.532061,1175.266247,1207.555281,1208.894342,1143.737989,1055.250232,1025.293982,983.3218036,915.6516562,874.9231225,845.4714633,773.8834724,758.6544843,
231,eThekwini,City,,,,,,,,,,1148.565689,1095.847177,1030.658568,1095.865193,1137.932205,1178.698056,1186.200516,1139.757874,1079.166162,1027.340959,945.4902749,902.0145585,830.7674079,831.6572558,
231,Mangaung,City,,,,,,,,,,1572.296391,1421.063519,1413.774608,1500.105738,1420.216087,1358.760239,1338.349101,1365.048172,1243.911298,1129.086668,1069.456141,1099.155465,917.6840229,1013.699535,
231,Metro average,City,,,,,,,,,,1609.145588,1590.846997,1494.128588,1517.60163,1450.61649,1415.750395,1353.376008,1291.778413,1262.521435,1183.719068,1108.974968,1065.460361,974.3830963,986.0384897,
231,Nelson Mandela Bay,City,,,,,,,,,,1592.914512,1598.127779,1523.76092,1407.423433,1188.893545,1206.540997,1104.612592,1043.03237,1051.486818,949.4610587,914.7250251,896.7430232,803.0920709,819.3049607,
231,The Msunduzi,City,,,,,,,,,,983.9868811,1074.798616,863.3894664,913.0186833,925.0164976,993.4578319,926.704347,908.9430543,914.8307266,861.3135968,853.4708904,818.132974,769.0496346,852.5739264,
232,Buffalo City,City,,,,,,,,,,11992,10830,10023,10289,10547,11177,11627,10299,10299,9765,9190,9932,9716,10208,
232,City of Cape Town,City,,,,,,,,,,73026,77012,74361,69566,73118,71408,72501,76997,78698,74088,71505,66059,61568,57431,
232,City of Johannesburg,City,,,,,,,,,,64507,59897,56513,56691,57474,54534,51498,54713,56158,57237,55375,56562,50783,47337,
232,City of Tshwane,City,,,,,,,,,,50430,47444,44224,46433,47647,44989,41360,43240,41405,41448,39258,40520,36940,36393,
232,Ekurhuleni,City,,,,,,,,,,36532,34861,33243,35747,38597,34798,32893,33027,34167,34425,33210,33997,30605,29515,
232,eThekwini,City,,,,,,,,,,42458,39617,36160,36459,39278,39231,40813,45297,41529,39434,39358,37922,36355,35646,
232,Mangaung,City,,,,,,,,,,11486,10978,10620,12503,11396,11065,10891,12416,11709,11231,10073,9190,8792,8692,
232,Metro average,City,,,,,,,,,,1639.46779,1557.622481,1416.929494,1407.330375,1410.961053,1347.200388,1308.51101,1344.416342,1298.220512,1254.24121,1186.91652,1144.618113,1059.974456,1015.723743,
232,Nelson Mandela Bay,City,,,,,,,,,,20027,19777,17610,15850,15698,14923,14560,16165,15006,15333,13839,13663,12594,11586,
232,The Msunduzi,City,,,,,,,,,,6153,6374,5066,4984,5373,5627,6025,5916,6146,6410,7223,6639,6742,6746,
233,Buffalo City,City,,,,,,,,,,0,0,0,1088,1080,1119,1026,1107,1137,989,968,849,831,1033,
233,City of Cape Town,City,,,,,,,,,,0,0,0,3148,3560,3606,3420,3324,2928,2774,2794,2780,2783,2747,
233,City of Johannesburg,City,,,,,,,,,,0,0,0,3337,3397,3330,3019,3044,2962,2920,2760,2854,2913,3054,
233,City of Tshwane,City,,,,,,,,,,0,0,0,2296,2256,2010,1849,1781,1669,1501,1457,1487,1531,1731,
233,Ekurhuleni,City,,,,,,,,,,0,0,0,2431,2531,2537,2162,2132,1984,1927,1918,1816,1880,1937,
233,eThekwini,City,,,,,,,,,,36,41,22,3706,3534,3299,3240,3117,2752,2423,2404,2312,2233,2512,
233,Mangaung,City,,,,,,,,,,29,41,31,1026,993,1156,1112,1240,1120,1011,889,770,822,788,
233,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,1604,1620,1626,1532,1484,1596,1408,1095,1028,1017,1038,
233,The Msunduzi,City,,,,,,,,,,0,0,0,490,711,605,622,645,500,509,524,483,455,481,
234,Buffalo City,City,,,,,,,,,,0,0,0,140.6127224,138.5657537,142.4477775,129.5447587,139.4452708,142.8965811,124.0622033,121.2335563,106.1829549,103.8257741,129.0548513,
234,City of Cape Town,City,,,,,,,,,,0,0,0,90.10426097,99.38746447,98.14795027,90.73571766,86.13867551,74.13980165,68.67380053,67.65258956,65.85462684,64.55000731,62.42840849,
234,City of Johannesburg,City,,,,,,,,,,0,0,0,83.23331638,81.82670481,77.43468926,67.7535816,66.06377258,62.19553822,59.36062029,54.34472558,54.44615098,53.89373252,54.81869741,
234,City of Tshwane,City,,,,,,,,,,0,0,0,85.6256786,81.58380317,70.4989492,62.91460864,58.91937692,53.6943832,46.98057328,44.37579144,44.07183055,44.19616402,48.67670298,
234,Ekurhuleni,City,,,,,,,,,,0,0,0,82.90219957,83.89207007,81.66797854,67.55851352,64.85852205,58.81196365,55.71570752,54.12535637,50.03833195,50.59469078,50.93811696,
234,eThekwini,City,,,,,,,,,,1.128903945,1.265376807,0.670327218,111.3257971,104.556508,96.07463772,92.84878297,88.15666125,76.81613157,66.76627802,65.40135297,62.10046035,59.13057794,65.5452272,
234,Mangaung,City,,,,,,,,,,3.920601492,5.483117284,4.107498861,134.6316031,129.0278659,148.7430716,141.7240453,156.3513517,139.6252409,124.5778262,108.2361691,92.58830634,97.69929631,92.6676605,
234,Metro average,City,,,,,,,,,,0.56105616,0.749832677,0.530869564,105.9089021,108.823106,106.2471393,98.49677836,98.97982355,91.52096647,82.79725391,76.49384314,70.53992996,69.65694079,73.49617037,
234,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,143.0612919,143.1656539,142.3373475,132.8309648,127.9223171,136.7258401,119.874567,92.64002058,86.41280726,84.97135207,86.31265089,
234,The Msunduzi,City,,,,,,,,,,0,0,0,81.68324901,117.4021296,98.871852,100.5600321,102.962464,78.78321793,79.16370906,80.43502636,73.16390047,68.05087198,71.02321763,
235,Buffalo City,City,,,,,,,,,,12,7,38,110,101,192,249,252,326,363,340,389,431,387,
235,City of Cape Town,City,,,,,,,,,,99,180,569,916,879,1016,1211,1477,1633,1656,1475,1411,1556,1256,
235,City of Johannesburg,City,,,,,,,,,,1562,2150,2222,2804,2594,2252,2167,2136,2404,2341,2380,2815,2438,2562,
235,City of Tshwane,City,,,,,,,,,,430,763,960,976,1130,955,834,816,1130,1240,1343,1386,1300,1381,
235,Ekurhuleni,City,,,,,,,,,,898,1115,1360,1670,1699,1520,1322,1274,1508,1547,1832,1681,1643,1669,
235,eThekwini,City,,,,,,,,,,287,663,1261,1306,923,884,841,1010,1179,1135,1201,1281,1490,1606,
235,Mangaung,City,,,,,,,,,,9,43,134,422,338,337,406,457,338,259,234,306,215,215,
235,Nelson Mandela Bay,City,,,,,,,,,,55,153,241,264,452,612,726,603,702,622,672,658,666,544,
235,The Msunduzi,City,,,,,,,,,,127,162,136,157,153,90,92,141,146,175,151,215,263,222,
236,Buffalo City,City,,,,,,,,,,1.582162604,0.915619551,4.943310781,14.2163598,12.95846401,24.44144172,31.43922506,31.74363889,40.9712273,45.53546998,42.58203423,48.65155415,53.8494689,48.3487197,
236,City of Cape Town,City,,,,,,,,,,3.038661398,5.399369547,16.68322446,26.2183936,24.53977002,27.65344356,32.12893394,38.27521773,41.34914484,40.99632793,35.71494975,33.42477643,36.09048199,28.54389555,
236,City of Johannesburg,City,,,,,,,,,,42.87833794,57.2913519,57.32781209,69.93893291,62.48409546,52.36724331,48.63266357,46.35749613,50.47875553,47.59014113,46.86248075,53.70214261,45.10570542,45.98739448,
236,City of Tshwane,City,,,,,,,,,,17.53285403,30.24015035,36.91561752,36.39837209,40.86422765,33.4957694,28.37792515,26.99506545,36.35389635,38.81139964,40.90369795,41.07838409,37.52776828,38.83450423,
236,Ekurhuleni,City,,,,,,,,,,33.00899758,40.05119871,47.64687582,56.9505032,56.31474794,48.92996744,41.31006238,38.75692171,44.70183528,44.72869722,51.69846344,46.31852203,44.2165303,43.8904064,
236,eThekwini,City,,,,,,,,,,8.999873117,20.46206885,38.42193738,39.23137912,27.30776936,25.74415876,24.10056373,28.56536024,32.9092366,31.27516531,32.67347126,34.40773776,39.4556924,41.90510943,
236,Mangaung,City,,,,,,,,,,1.216738394,5.75058642,17.75499508,55.37479193,43.91885062,43.36195081,51.74457051,57.62303849,42.13690304,31.91459642,28.48961032,36.79483343,25.5539522,25.2836891,
